------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170048
Start Time 10:34:00
Start Date 8/2/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 10:36:31
Download Date 8/2/18
Current Memory Address: 0
Current Battery Voltage: 4.1     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
1.203,0.254,0
1.152,0.234,-0.008
1.117,0.211,-0.008
1.09,0.199,-0.008
1.066,0.195,-0.012
1.047,0.188,-0.012
1.043,0.168,-0.02
1.047,0.16,-0.02
1.043,0.16,-0.023
1.039,0.152,-0.031
1.023,0.152,-0.043
1.016,0.152,-0.051
1.008,0.152,-0.055
1.004,0.152,-0.063
0.988,0.148,-0.063
0.984,0.148,-0.066
0.969,0.148,-0.066
0.957,0.148,-0.066
0.941,0.152,-0.066
0.918,0.152,-0.066
0.895,0.152,-0.066
0.871,0.156,-0.063
0.84,0.156,-0.059
0.816,0.152,-0.059
0.793,0.156,-0.059
0.781,0.152,-0.063
0.777,0.152,-0.063
0.789,0.152,-0.066
0.813,0.152,-0.066
0.84,0.156,-0.063
0.863,0.16,-0.059
0.883,0.16,-0.059
0.906,0.16,-0.059
0.918,0.164,-0.059
0.934,0.172,-0.055
0.93,0.184,-0.039
0.918,0.188,-0.023
0.902,0.195,-0.012
0.895,0.203,0.016
0.891,0.199,0.035
0.906,0.211,0.051
0.934,0.207,0.066
0.973,0.203,0.082
1.02,0.188,0.074
1.074,0.172,0.055
1.133,0.148,0.027
1.191,0.137,-0.008
1.219,0.129,-0.039
1.23,0.121,-0.051
1.207,0.137,-0.055
1.148,0.156,-0.055
1.074,0.184,-0.031
0.996,0.211,0
0.914,0.246,0.023
0.848,0.273,0.035
0.816,0.289,0.043
0.82,0.293,0.039
0.863,0.285,0.023
0.945,0.285,0.012
1.047,0.289,-0.02
1.148,0.297,-0.047
1.246,0.305,-0.086
1.316,0.301,-0.117
1.355,0.301,-0.141
1.375,0.297,-0.133
1.367,0.289,-0.102
1.34,0.277,-0.078
1.297,0.27,-0.059
1.23,0.262,-0.039
1.148,0.258,-0.02
1.066,0.258,-0.004
1,0.266,0.004
0.953,0.266,0.016
0.918,0.277,0.02
0.898,0.285,0.023
0.895,0.293,0.027
0.906,0.297,0.027
0.914,0.297,0.02
0.922,0.289,0.008
0.934,0.281,-0.004
0.945,0.277,-0.016
