------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170049
Start Time 08:05:00
Start Date 8/3/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 08:06:36
Download Date 8/3/18
Current Memory Address: 0
Current Battery Voltage: 4.17     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.543,-0.145,-0.266
0.512,-0.094,-0.492
0.477,-0.039,-0.656
0.574,0.063,-0.785
0.715,0.211,-0.828
0.77,0.426,-0.82
0.738,0.535,-0.742
0.922,0.641,-0.652
0.965,0.652,-0.504
0.969,0.633,-0.375
0.898,0.523,-0.156
0.855,0.426,0.078
0.867,0.379,0.34
0.828,0.371,0.602
0.852,0.48,0.738
0.906,0.66,0.895
0.934,0.809,1.004
0.91,0.914,1.047
0.914,1.086,1.004
0.934,1.305,0.938
0.906,1.457,0.852
0.855,1.488,0.781
0.777,1.418,0.727
0.688,1.285,0.637
0.57,1.066,0.535
0.578,0.887,0.418
0.633,0.793,0.289
0.551,0.699,0.063
0.488,0.695,-0.281
0.594,0.586,-0.832
0.82,0.313,-1.168
0.98,-0.344,-0.891
1.043,-0.789,-0.203
1.109,-0.5,0.473
1.359,0.473,0.41
1.934,1.602,0
2.262,1.766,-0.063
2.27,1.395,-0.066
2.227,1.172,-0.148
2.16,1.164,-0.324
2.074,1.043,-0.496
2.086,0.699,-0.598
2.145,0.43,-0.656
2.09,0.328,-0.723
1.965,0.262,-0.836
1.828,0.086,-0.957
1.621,-0.238,-0.996
1.371,-0.566,-0.953
1.145,-0.77,-0.938
0.949,-0.863,-0.957
0.766,-0.949,-0.953
0.633,-0.996,-0.898
0.52,-0.973,-0.781
0.414,-0.863,-0.672
0.375,-0.66,-0.617
0.34,-0.488,-0.582
0.262,-0.395,-0.516
0.227,-0.25,-0.469
0.277,-0.07,-0.348
0.348,0.074,-0.227
0.438,0.129,-0.121
0.563,0.137,-0.027
0.66,0.316,-0.051
0.867,0.883,-0.273
1.07,1.563,-0.453
1.125,1.871,-0.48
1.168,1.73,-0.371
1.207,1.371,-0.172
1.301,1.086,0.023
1.445,0.969,0.195
1.566,0.949,0.344
1.641,0.941,0.453
1.66,0.949,0.477
1.672,1.074,0.422
1.801,1.207,0.34
1.957,1.199,0.336
2.027,1.043,0.379
2.027,0.891,0.383
1.941,0.887,0.293
1.852,0.82,0.227
1.813,0.688,0.184
1.664,0.52,0.109
1.48,0.32,-0.016
1.289,0.148,-0.109
1.09,0.039,-0.23
0.938,0.098,-0.402
0.914,0.309,-0.559
0.957,0.5,-0.656
0.914,0.547,-0.664
0.707,0.453,-0.609
0.5,0.266,-0.547
0.398,0.137,-0.445
0.508,0.086,-0.301
0.656,0.137,-0.195
0.777,0.219,-0.117
0.816,0.246,-0.102
0.719,0.266,-0.125
0.559,0.285,-0.164
0.414,0.324,-0.207
0.27,0.313,-0.254
0.125,0.27,-0.316
0.031,0.234,-0.375
-0.043,0.148,-0.402
-0.125,0.047,-0.406
-0.137,-0.008,-0.379
-0.031,-0.035,-0.32
0.113,-0.027,-0.258
0.246,0.063,-0.199
0.414,0.246,-0.168
0.629,0.453,-0.148
0.879,0.602,-0.137
1.129,0.707,-0.133
1.301,0.758,-0.125
1.387,0.754,-0.121
1.406,0.707,-0.09
1.387,0.613,-0.027
1.352,0.52,0.031
1.313,0.461,0.066
1.258,0.422,0.09
1.203,0.426,0.082
1.133,0.438,0.059
1.063,0.457,0.023
0.988,0.52,0
0.922,0.57,-0.016
0.871,0.578,0
0.828,0.547,0.035
0.797,0.5,0.086
0.773,0.465,0.141
0.781,0.434,0.18
0.785,0.438,0.199
0.785,0.484,0.188
0.793,0.535,0.156
0.801,0.574,0.137
0.805,0.57,0.129
0.805,0.543,0.141
0.793,0.504,0.16
0.789,0.473,0.195
0.797,0.473,0.227
0.797,0.496,0.246
0.801,0.535,0.234
0.797,0.582,0.207
0.785,0.602,0.18
0.777,0.563,0.18
0.777,0.496,0.18
0.758,0.418,0.176
0.73,0.375,0.172
0.703,0.367,0.18
0.699,0.391,0.199
0.641,0.395,0.211
0.613,0.34,0.238
0.625,0.27,0.25
0.641,0.23,0.27
0.637,0.25,0.23
0.699,0.313,0.211
0.738,0.375,0.199
0.754,0.422,0.219
0.762,0.465,0.254
0.75,0.492,0.262
0.707,0.469,0.309
0.738,0.414,0.363
0.82,0.379,0.379
0.871,0.359,0.371
0.898,0.359,0.348
0.906,0.402,0.309
0.887,0.434,0.293
0.832,0.453,0.309
0.785,0.469,0.285
0.719,0.453,0.27
0.648,0.398,0.25
0.629,0.324,0.273
0.691,0.254,0.313
0.758,0.246,0.332
0.789,0.254,0.313
0.781,0.266,0.262
0.766,0.266,0.234
0.727,0.293,0.199
0.688,0.348,0.199
0.656,0.387,0.234
0.68,0.426,0.266
0.676,0.43,0.273
0.711,0.395,0.281
0.762,0.375,0.293
0.75,0.402,0.289
0.754,0.449,0.332
0.785,0.406,0.422
0.871,0.375,0.445
0.953,0.395,0.41
0.98,0.348,0.422
1.047,0.27,0.402
1.113,0.293,0.316
1.16,0.355,0.242
1.168,0.426,0.172
1.133,0.492,0.141
1.129,0.461,0.176
1.148,0.387,0.18
1.141,0.352,0.164
1.137,0.309,0.137
1.121,0.254,0.129
1.105,0.227,0.125
1.086,0.258,0.113
1.078,0.297,0.098
1.047,0.297,0.086
